Project_ID,EF_ID,EF_Title,Study_ID,PrimaryPublication_ID,PrimaryPublication_Title,PrimaryPublication_Author,PrimaryPublication_Country,PrimaryPublication_Year,PrimaryPublication_PMID,PrimaryPublication_Journal,PrimaryPublication_Volume,PrimaryPublication_Issue,PrimaryPublication_Trial_Title,PrimaryPublicationNumber_ID,PrimaryPublicationNumber_Number,PrimaryPublicationNumber_Number_Type,Section,Type,DataPoint_ID,Details_ID,Question,***VALUE,***Notes,Study_ID,EF_ID,***Subquestion,Row_Field_ID,Row_Text,Col_Field_ID,Col_text,Arm_ID,Outcome_ID
163,234,KQ 1,7630,7453,One and two femoral neck screws with intramedullary nails for unstable trochanteric fractures of femur in the elderly--randomised clinical trial.,"Vidyadhara S., Rao SK.","Trauma and Joint Replacement Services, Department of Orthopaedics, KMC Manipal, 576 104 Karnataka, India. vidya007@gmail.com",2007,17049347,Injury,38,7,,2875,,,KeyQuestion,436,1,"Key Question 1 – What is the relationship between patient variables, the type of fracture and patient post-treatment outcomes, such as pain and functioning?",,,,,,,,,,,,
163,234,KQ 1,7630,7453,One and two femoral neck screws with intramedullary nails for unstable trochanteric fractures of femur in the elderly--randomised clinical trial.,"Vidyadhara S., Rao SK.","Trauma and Joint Replacement Services, Department of Orthopaedics, KMC Manipal, 576 104 Karnataka, India. vidya007@gmail.com",2007,17049347,Injury,38,7,,2875,,,PrimaryPublication,,,,,,,,,,,,,,,
163,234,KQ 1,7630,7453,One and two femoral neck screws with intramedullary nails for unstable trochanteric fractures of femur in the elderly--randomised clinical trial.,"Vidyadhara S., Rao SK.","Trauma and Joint Replacement Services, Department of Orthopaedics, KMC Manipal, 576 104 Karnataka, India. vidya007@gmail.com",2007,17049347,Injury,38,7,,2875,,,DesignDetail,text,,2338,Country where study was conducted.,India,,7630,234,,0,,0,,0,0
163,234,KQ 1,7630,7453,One and two femoral neck screws with intramedullary nails for unstable trochanteric fractures of femur in the elderly--randomised clinical trial.,"Vidyadhara S., Rao SK.","Trauma and Joint Replacement Services, Department of Orthopaedics, KMC Manipal, 576 104 Karnataka, India. vidya007@gmail.com",2007,17049347,Injury,38,7,,2875,,,DesignDetail,radio,,2339,Multicenter study?,No,,7630,234,,0,,0,,0,0
163,234,KQ 1,7630,7453,One and two femoral neck screws with intramedullary nails for unstable trochanteric fractures of femur in the elderly--randomised clinical trial.,"Vidyadhara S., Rao SK.","Trauma and Joint Replacement Services, Department of Orthopaedics, KMC Manipal, 576 104 Karnataka, India. vidya007@gmail.com",2007,17049347,Injury,38,7,,2875,,,DesignDetail,radio,,2340,Study design,RCT,,7630,234,,0,,0,,0,0
163,234,KQ 1,7630,7453,One and two femoral neck screws with intramedullary nails for unstable trochanteric fractures of femur in the elderly--randomised clinical trial.,"Vidyadhara S., Rao SK.","Trauma and Joint Replacement Services, Department of Orthopaedics, KMC Manipal, 576 104 Karnataka, India. vidya007@gmail.com",2007,17049347,Injury,38,7,,2875,,,DesignDetail,radio,,2341,Study design - crossover or parallel,Parallel,,7630,234,,0,,0,,0,0
163,234,KQ 1,7630,7453,One and two femoral neck screws with intramedullary nails for unstable trochanteric fractures of femur in the elderly--randomised clinical trial.,"Vidyadhara S., Rao SK.","Trauma and Joint Replacement Services, Department of Orthopaedics, KMC Manipal, 576 104 Karnataka, India. vidya007@gmail.com",2007,17049347,Injury,38,7,,2875,,,DesignDetail,text,,2342,Study aim or hypothesis,To compare single femoral neck screw construct to two femoral neck screw construct in management of unstable trochanteric fractures in the elderly.,,7630,234,,0,,0,,0,0
163,234,KQ 1,7630,7453,One and two femoral neck screws with intramedullary nails for unstable trochanteric fractures of femur in the elderly--randomised clinical trial.,"Vidyadhara S., Rao SK.","Trauma and Joint Replacement Services, Department of Orthopaedics, KMC Manipal, 576 104 Karnataka, India. vidya007@gmail.com",2007,17049347,Injury,38,7,,2875,,,DesignDetail,text,,2343,How was project funded?,Not reported,,7630,234,,0,,0,,0,0
163,234,KQ 1,7630,7453,One and two femoral neck screws with intramedullary nails for unstable trochanteric fractures of femur in the elderly--randomised clinical trial.,"Vidyadhara S., Rao SK.","Trauma and Joint Replacement Services, Department of Orthopaedics, KMC Manipal, 576 104 Karnataka, India. vidya007@gmail.com",2007,17049347,Injury,38,7,,2875,,,DesignDetail,radio,,2344,Ethical approval of study reported?,No,,7630,234,,0,,0,,0,0
163,234,KQ 1,7630,7453,One and two femoral neck screws with intramedullary nails for unstable trochanteric fractures of femur in the elderly--randomised clinical trial.,"Vidyadhara S., Rao SK.","Trauma and Joint Replacement Services, Department of Orthopaedics, KMC Manipal, 576 104 Karnataka, India. vidya007@gmail.com",2007,17049347,Injury,38,7,,2875,,,DesignDetail,radio,,2345,Consent of participants?,Not reported,,7630,234,,0,,0,,0,0
